league,game_date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,fouls,received_fouls
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Craft Aaron,29,18,3,3,6,10,1,1,3,3,1,5
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Baldi Rossi Filippo,27,3,1,1,1,4,0,2,6,0,3,2
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Moraschini Riccardo,0,0,0,0,0,0,0,0,0,0,0,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Forray Toto,24,3,0,0,0,2,1,2,2,3,2,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Flaccadori Diego,17,3,1,2,1,3,0,2,2,1,1,2
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Gomes Beto,32,9,1,2,1,4,2,7,6,1,4,2
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Hogue Dustin,30,10,4,5,3,12,0,0,7,1,3,4
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,local,Lechthaler Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Haynes MarQuez,33,4,2,2,1,4,0,5,2,1,3,5
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Hagins Jamelle,16,4,2,4,1,3,0,0,4,0,4,2
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Ejim Melvin,26,11,5,6,3,5,0,2,6,2,4,4
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Peric Hrvoje,17,5,1,4,2,3,0,0,3,0,4,3
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Bramos Michael,32,17,3,3,1,1,4,7,2,2,2,4
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Visconti Riccardo,0,0,0,0,0,0,0,0,0,0,0,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Miaschi Federico,0,0,0,0,0,0,0,0,0,0,0,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Filloy Ariel,29,5,0,0,1,3,1,5,1,6,2,3
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Ress Tomas,11,6,0,0,0,0,2,2,1,0,0,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Ortner Benjamin,10,0,0,0,0,1,0,0,4,2,1,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Taddeo Vincenzo,0,0,0,0,0,0,0,0,0,0,0,0
lega,05/02/2017,Dolomiti Energia Trentino,65,Umana Reyer Venezia,57,visit,Viggiano Jeff,26,5,0,0,1,1,1,3,5,3,2,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Marble Devyn,30,15,3,3,3,7,2,8,3,4,3,3
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Sutton Dominique,30,13,0,2,2,2,3,4,2,0,3,1
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Bernardi Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Craft Aaron,25,9,0,2,3,8,1,1,4,8,4,4
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Baldi Rossi Filippo,24,4,2,2,1,6,0,5,10,2,2,3
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Moraschini Riccardo,3,2,0,0,1,3,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Forray Toto,21,10,2,3,1,1,2,5,2,2,2,1
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Flaccadori Diego,15,6,2,2,2,2,0,3,1,0,3,2
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Lovisotto Isacco,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Gomes Beto,31,11,3,4,1,3,2,3,4,2,3,4
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Hogue Dustin,21,6,6,10,0,1,0,0,1,2,2,7
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,local,Lechthaler Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Berisha Dardan,29,3,0,0,0,0,1,4,2,5,1,2
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Sosa Edgar,36,13,2,3,4,9,1,4,0,3,3,5
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Riccio Marcello,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Diawara Yakhouba,26,13,2,2,1,2,3,7,6,3,5,4
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Cinciarini Daniele,19,8,4,7,2,3,0,0,2,1,3,4
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Ventrone Vincenzo,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Putney Raphiael,6,0,0,0,0,1,0,1,0,0,3,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Puoti Alessandro,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Gaddefors Viktor,20,2,2,2,0,1,0,1,7,0,3,1
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Giuri Marco,22,3,0,0,0,1,1,3,3,0,2,0
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Watt Mitchell,34,24,4,5,10,16,0,0,13,0,2,5
lega,04/03/2017,Dolomiti Energia Trentino,76,Pasta Reggia Caserta,66,visit,Johnson Linton,8,0,0,0,0,1,0,0,1,1,4,0
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Marble Devyn,25,27,0,1,6,11,5,6,0,1,2,2
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Sutton Dominique,33,21,5,8,8,10,0,0,5,3,4,6
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Craft Aaron,25,15,3,4,6,8,0,0,3,5,2,4
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Baldi Rossi Filippo,17,5,0,0,1,1,1,2,2,1,0,0
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Moraschini Riccardo,0,0,0,0,0,0,0,0,0,0,0,0
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Forray Toto,23,10,0,0,2,5,2,4,3,1,2,1
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Flaccadori Diego,22,12,2,4,5,8,0,1,0,0,1,5
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Gomes Beto,25,7,1,2,0,1,2,4,2,1,1,1
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Hogue Dustin,25,2,0,0,1,5,0,0,8,2,3,3
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,local,Lechthaler Luca,5,0,0,0,0,0,0,0,1,0,0,0
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Petteway Terran,30,27,4,4,1,6,7,10,2,2,4,3
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Okereafor Teddy,18,2,0,0,1,2,0,1,1,3,2,1
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Antonutti Michele,18,9,2,2,2,3,1,2,3,1,2,2
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Solazzi Brandon,0,0,0,0,0,0,0,0,0,0,0,0
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Lombardi Eric,13,3,0,0,0,1,1,1,2,0,1,0
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Crosariol Andrea,27,14,2,2,6,9,0,0,4,2,3,2
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Magro Daniele,10,4,0,0,2,2,0,0,2,0,1,1
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Roberts Chris,28,6,0,0,3,3,0,1,5,7,3,2
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Moore Ronald,31,14,4,6,2,3,2,6,3,8,1,3
lega,18/03/2017,Dolomiti Energia Trentino,99,The Flexx Pistoia,91,visit,Boothe Nathan,25,12,0,0,3,8,2,3,4,4,4,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Marble Devyn,31,9,2,2,2,5,1,7,3,3,2,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Sutton Dominique,26,23,5,7,9,14,0,1,6,0,4,6
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Bernardi Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Craft Aaron,28,15,0,0,6,9,1,4,3,7,2,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Baldi Rossi Filippo,22,17,4,5,2,3,3,4,4,3,4,5
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Moraschini Riccardo,3,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Forray Toto,18,2,2,2,0,1,0,1,4,3,3,2
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Flaccadori Diego,14,2,0,0,1,4,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Lovisotto Isacco,0,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Gomes Beto,31,17,1,3,5,5,2,6,6,1,0,4
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Hogue Dustin,27,12,2,5,5,6,0,2,10,1,4,7
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,local,Lechthaler Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Hazell Jeremy,17,2,0,0,1,1,0,3,0,2,2,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Gazzotti Giulio,11,2,0,0,1,2,0,1,0,2,4,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Cassese Alessandro,0,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Thornton Marcus,29,20,2,4,3,4,4,6,2,2,3,4
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Jasaitis Simas,27,20,1,2,2,3,5,6,3,1,3,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Clarke Rotnei,34,17,0,0,4,4,3,5,0,5,2,4
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Ceron Marco,20,8,2,2,0,0,2,4,2,2,1,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Bocconcelli Pietro,0,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Jones Jarrod,33,22,6,9,5,8,2,4,7,5,4,7
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Serpilli Michele,0,0,0,0,0,0,0,0,0,0,0,0
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Nnoko Landry,16,0,0,0,0,1,0,0,2,0,4,1
lega,26/03/2017,Dolomiti Energia Trentino,97,Consultinvest Pesaro,91,visit,Zavackas Donatas,13,0,0,0,0,2,0,0,2,1,3,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Sutton Dominique,32,16,5,5,4,10,1,4,10,1,2,7
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Bernardi Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Craft Aaron,31,7,1,2,3,12,0,2,5,3,2,2
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Moraschini Riccardo,22,7,0,0,2,3,1,1,1,0,1,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Forray Toto,20,3,1,1,1,5,0,3,5,0,3,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Conti  Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Flaccadori Diego,29,9,2,2,2,5,1,4,2,2,3,4
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Lovisotto Isacco,1,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Gomes Beto,32,8,0,0,1,6,2,9,11,0,1,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Hogue Dustin,27,7,1,4,3,6,0,1,7,2,4,2
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,local,Lechthaler Luca,6,0,0,0,0,0,0,0,2,0,0,1
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Bell David,34,20,3,4,4,7,3,6,0,2,3,3
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Devecchi Giacomo,4,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,D'Ercole Lorenzo,14,0,0,0,0,0,0,1,0,1,0,1
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Sacchetti Brian,32,9,1,2,1,2,2,5,10,4,1,3
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Lydeka Tautvydas,19,6,2,2,2,2,0,0,3,2,2,1
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Savanovic Dusko,13,3,1,2,1,6,0,1,2,0,2,2
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Carter Josh,18,6,1,2,1,2,1,4,5,1,2,2
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Stipcevic Rok,28,11,3,3,1,2,2,6,2,2,2,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Lawal Gani,16,4,0,0,2,6,0,0,5,0,2,1
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Monaldi Diego,0,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Lighty David,22,7,0,0,2,6,1,1,6,1,3,2
lega,08/04/2017,Dolomiti Energia Trentino,57,Banco di Sardegna Sassari,66,visit,Ebeling Michele,0,0,0,0,0,0,0,0,0,0,0,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Sutton Dominique,27,19,6,9,5,9,1,4,10,1,1,5
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Craft Aaron,28,11,0,0,4,8,1,2,3,4,2,2
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Moraschini Riccardo,12,2,0,0,1,2,0,1,1,1,0,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Forray Toto,17,13,1,1,0,1,4,4,3,4,2,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Conti  Luca,2,0,0,0,0,1,0,0,0,0,1,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Flaccadori Diego,28,12,3,4,3,7,1,5,3,5,0,3
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Gomes Beto,27,18,4,6,1,3,4,7,8,1,3,3
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Hogue Dustin,27,12,0,1,6,9,0,0,13,0,4,1
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Lechthaler Luca,9,0,0,0,0,1,0,0,1,2,3,2
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,local,Shields Shavon,23,12,0,0,6,11,0,2,2,4,2,1
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Moore Lee,32,8,6,6,1,4,0,3,7,4,1,5
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Berggren Jared,33,17,1,4,8,11,0,1,6,0,2,4
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Vitali Luca,31,4,2,3,1,1,0,2,4,5,4,4
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Landry Marcus,25,17,0,0,1,7,5,8,3,1,5,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Lagana' Marco,13,0,0,0,0,0,0,1,0,0,2,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Bolis Alessio,7,0,0,0,0,0,0,0,0,0,1,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Zanetti Francesco,0,0,0,0,0,0,0,0,0,0,0,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Nyonse Berthol,0,0,0,0,0,0,0,0,0,0,0,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Burns Christian,27,10,2,3,4,6,0,4,3,0,2,4
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Moss David,0,0,0,0,0,0,0,0,0,0,0,0
lega,23/04/2017,Dolomiti Energia Trentino,99,Germani Basket Brescia,59,visit,Bushati Franko,32,3,1,1,1,3,0,6,5,5,1,1
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Sutton Dominique,34,22,0,2,5,8,4,6,14,1,2,8
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Bernardi Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Craft Aaron,27,9,2,2,2,6,1,1,2,4,2,3
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Forray Toto,18,6,1,1,1,4,1,2,3,2,2,2
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Flaccadori Diego,27,11,1,1,2,7,2,4,0,0,3,1
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Lovisotto Isacco,1,0,0,0,0,0,0,0,0,0,0,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Gomes Beto,32,15,0,0,3,3,3,8,4,1,3,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Hogue Dustin,34,9,3,5,3,8,0,0,12,4,2,4
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Lechthaler Luca,2,0,0,0,0,0,0,0,1,0,1,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,local,Shields Shavon,25,5,1,4,2,5,0,1,2,2,1,2
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Zerini Andrea,27,0,0,0,0,1,0,1,1,2,5,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Ragland Joe,32,14,1,1,5,7,1,10,9,4,1,2
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Green Marques,18,5,0,0,1,1,1,2,1,3,4,2
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Logan David,28,20,2,2,3,4,4,7,1,1,0,5
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Esposito Lorenzo,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Leunen Maarten,23,11,0,1,1,1,3,5,4,1,3,3
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Cusin Marco,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Severini Giovanni,5,0,0,0,0,0,0,1,0,1,0,1
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Randolph Levi,19,3,0,0,0,3,1,2,2,1,0,1
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Obasohan Retin,17,7,0,2,2,3,1,1,3,0,2,2
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Thomas Adonis,31,15,0,0,3,5,3,7,4,2,5,0
lega,07/05/2017,Dolomiti Energia Trentino,77,Sidigas Avellino,75,visit,Parlato Salvatore,0,0,0,0,0,0,0,0,0,0,0,0
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Sutton Dominique,26,9,0,0,3,8,1,4,5,2,3,2
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Bernardi Andrea,2,0,0,0,0,0,0,1,0,0,1,0
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Craft Aaron,31,7,0,0,2,9,1,3,4,6,1,2
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Forray Toto,22,5,0,0,1,5,1,1,2,3,4,2
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Flaccadori Diego,25,8,3,4,1,2,1,6,6,1,1,3
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Lovisotto Isacco,2,0,0,0,0,0,0,0,0,0,0,0
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Gomes Beto,33,17,1,2,2,6,4,9,7,2,3,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Hogue Dustin,32,12,2,4,5,7,0,1,8,4,2,7
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Lechthaler Luca,8,0,0,0,0,0,0,0,1,0,1,0
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,local,Shields Shavon,19,7,0,0,2,4,1,3,2,2,5,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Bell David,20,10,2,2,1,1,2,7,0,2,2,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Lacey Trevor,20,2,0,0,1,2,0,2,3,0,0,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Devecchi Giacomo,12,2,0,0,1,1,0,0,1,1,1,0
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,D'Ercole Lorenzo,14,6,0,0,0,0,2,2,2,0,2,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Sacchetti Brian,25,1,1,2,0,0,0,2,9,2,1,2
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Lydeka Tautvydas,19,9,5,11,2,5,0,0,6,0,4,8
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Savanovic Dusko,17,9,0,0,3,8,1,4,4,0,0,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Stipcevic Rok,29,7,4,6,0,1,1,6,1,1,3,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Lawal Gani,19,9,3,3,3,5,0,0,11,0,4,2
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Monaldi Diego,0,0,0,0,0,0,0,0,0,0,0,0
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Lighty David,25,0,0,0,0,2,0,3,3,3,1,1
lega,12/05/2017,Dolomiti Energia Trentino,65,Banco di Sardegna Sassari,55,visit,Ebeling Michele,0,0,0,0,0,0,0,0,0,0,0,0
lega,14/05/2017,Dolomiti Energia Trentino,74,Banco di Sardegna Sassari,68,local,Sutton Dominique,32,17,10,10,2,7,1,3,6,0,3,5
lega,14/05/2017,Dolomiti Energia Trentino,74,Banco di Sardegna Sassari,68,local,Bernardi Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,14/05/2017,Dolomiti Energia Trentino,74,Banco di Sardegna Sassari,68,local,Craft Aaron,31,9,3,4,3,6,0,2,3,6,4,4
lega,14/05/2017,Dolomiti Energia Trentino,74,Banco di Sardegna Sassari,68,local,Forray Toto,25,11,2,2,3,3,1,2,1,3,4,3
lega,14/05/2017,Dolomiti Energia Trentino,74,Banco di Sardegna Sassari,68,local,Flaccadori Diego,16,7,2,2,1,3,1,2,1,0,1,2
lega,14/05/2017,Dolomiti Energia Trentino,74,Banco di Sardegna Sassari,68,local,Lovisotto Isacco,0,0,0,0,0,0,0,0,0,0,0,0
