league,game_date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,fouls,received_fouls
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Randolph Levi,36,18,0,0,9,11,0,4,5,5,3,0
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Pierre Dyshawn,25,13,2,3,4,5,1,2,6,1,0,3
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Jones Shawn,26,19,1,1,9,14,0,0,17,1,4,2
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Stipcevic Rok,32,11,2,2,3,5,1,4,4,8,2,7
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Polonara Achille,26,9,0,3,3,5,1,4,3,4,2,2
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Picarelli Andrea,1,0,0,0,0,0,0,0,0,0,0,0
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,local,Tavernari Jonathan,5,0,0,0,0,1,0,1,0,0,1,0
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Smith Jaime,29,22,2,2,4,5,4,9,0,2,3,4
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Culpepper Randy,30,11,2,3,3,9,1,4,3,1,1,2
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Cournooh David Reginald,14,5,2,2,0,2,1,1,0,2,3,1
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Parrillo Salvatore,16,4,0,0,2,3,0,0,1,2,3,1
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Tassone Maurizio,1,0,0,0,0,0,0,0,0,0,0,0
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Crosariol Andrea,26,4,0,0,2,3,0,0,4,1,2,2
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Maspero Giacomo,0,0,0,0,0,0,0,0,0,0,0,0
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Raucci Davide,1,0,0,0,0,0,0,0,0,0,0,0
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Chappell Jeremy Lamar,29,10,3,3,2,2,1,4,3,3,2,2
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Burns Christian,33,15,2,2,5,12,1,4,12,1,2,4
lega,01/10/2017,Banco di Sardegna Sassari,94,Red October Cantù,80,visit,Thomas Charles,21,9,5,5,2,10,0,3,2,3,3,5
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Spissu Marco,29,5,0,0,1,2,1,3,5,4,1,2
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Galizzi Ezio,0,0,0,0,0,0,0,0,0,0,0,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Bamforth Scott,23,10,2,2,1,4,2,5,1,5,2,2
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Planinic Darko,17,6,4,4,1,8,0,0,8,0,1,3
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Devecchi Giacomo,11,4,0,0,2,2,0,1,1,1,3,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Randolph Levi,28,7,0,0,2,6,1,2,5,4,2,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Pierre Dyshawn,20,8,1,3,2,3,1,2,4,1,0,2
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Jones Shawn,23,15,1,3,7,9,0,0,8,0,3,3
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Stipcevic Rok,26,11,1,1,2,4,2,6,3,1,1,2
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Polonara Achille,23,11,1,4,2,8,2,4,6,0,3,3
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,local,Tavernari Jonathan,0,0,0,0,0,0,0,0,0,0,0,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Mussini Federico,14,4,0,0,2,4,0,0,0,1,0,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Wright Julian,26,19,1,2,9,13,0,3,7,1,0,2
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Bonacini Federico,0,0,0,0,0,0,0,0,0,0,0,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Candi Leonardo,23,0,0,0,0,0,0,3,3,1,4,1
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Della Valle Amedeo,32,11,7,8,2,7,0,1,2,3,2,7
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Reynolds Jalen,12,6,0,0,3,5,0,0,3,1,3,0
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Markoishvili Manuchar,34,7,0,0,2,5,1,4,4,7,2,2
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Nevels Garrett,13,8,2,2,3,5,0,1,3,1,3,1
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,Sanè Landing,31,10,0,0,5,5,0,4,3,0,2,1
lega,15/10/2017,Banco di Sardegna Sassari,77,Grissin Bon Reggio Emilia,67,visit,De Vico Niccolò,15,2,0,0,1,2,0,2,2,1,2,1
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Spissu Marco,20,8,2,2,0,0,2,5,0,3,2,2
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Bamforth Scott,26,19,4,5,3,5,3,8,7,5,1,4
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Planinic Darko,14,17,5,6,6,6,0,0,1,0,2,8
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Devecchi Giacomo,7,0,0,0,0,0,0,1,1,0,0,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Randolph Levi,23,9,2,2,2,2,1,2,0,2,2,1
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Pierre Dyshawn,20,7,0,0,2,3,1,2,4,1,1,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Jones Shawn,26,10,4,4,3,10,0,0,7,0,2,3
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Stipcevic Rok,16,2,2,2,0,0,0,0,3,8,2,2
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Hatcher William,22,7,2,2,1,3,1,4,1,1,3,3
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Polonara Achille,26,11,0,0,1,3,3,4,2,4,2,1
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,local,Tavernari Jonathan,0,0,0,0,0,0,0,0,0,0,0,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Micov Vladimir,21,6,2,2,2,5,0,3,2,2,2,3
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Pascolo Davide,8,2,0,0,1,2,0,0,3,0,0,1
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Fontecchio Simone,10,2,0,0,1,1,0,2,0,0,1,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Cinciarini Andrea,15,3,0,0,0,2,1,2,1,4,3,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Cusin Marco,11,2,0,0,1,1,0,0,3,0,2,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Abass Abass Awudu,21,10,0,0,2,4,2,3,3,1,2,2
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,M'Baye Amath,22,2,2,2,0,2,0,2,4,2,2,1
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Theodore Jordan,29,6,0,0,3,9,0,1,2,5,3,2
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Jefferson Cory,12,6,0,0,3,4,0,0,3,0,2,0
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Bertans Dairis,34,15,0,0,0,2,5,7,1,4,2,5
lega,29/10/2017,Banco di Sardegna Sassari,90,EA7 Emporio Armani Milano,69,visit,Gudaitis Arturas,17,15,1,1,7,9,0,0,8,1,5,3
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Spissu Marco,23,13,2,2,1,3,3,7,3,3,4,3
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Bamforth Scott,39,26,3,4,4,7,5,9,9,8,4,5
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Planinic Darko,14,0,0,0,0,1,0,0,2,0,1,2
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Devecchi Giacomo,16,0,0,0,0,1,0,0,3,3,4,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Randolph Levi,28,8,0,0,4,6,0,5,3,2,2,2
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Pierre Dyshawn,18,10,4,4,3,6,0,3,1,2,2,3
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Jones Shawn,25,13,5,5,4,6,0,0,4,1,4,3
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Hatcher William,22,11,0,0,1,4,3,4,0,3,4,3
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Polonara Achille,15,0,0,0,0,2,0,3,3,0,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,local,Tavernari Jonathan,0,0,0,0,0,0,0,0,0,0,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Alibegovic Mirza,16,11,5,5,0,0,2,4,1,1,1,2
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Ihring Mario,4,0,0,0,0,0,0,0,0,1,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Atsur Engin,32,14,4,6,2,2,2,5,2,7,4,4
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Kulboka Arnoldas,28,10,7,7,0,1,1,3,8,1,3,4
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Laganà Matteo,3,0,0,0,0,0,0,0,0,0,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Strautins Arturs,0,0,0,0,0,0,0,0,0,0,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Delas Mario,34,10,0,0,5,9,0,0,4,2,3,6
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Edwards Justin,36,24,5,6,5,8,3,4,6,4,4,5
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Wojciechowski Jakub,12,0,0,0,0,0,0,0,0,0,3,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Carlo Stella Francesco,0,0,0,0,0,0,0,0,0,0,0,0
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Ikovlev Denis,35,19,2,3,4,6,3,4,4,3,3,4
lega,12/11/2017,Banco di Sardegna Sassari,81,Betaland Capo d'Orlando,88,visit,Donda Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Spissu Marco,21,10,2,2,4,5,0,4,1,6,1,1
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Bamforth Scott,18,8,0,0,1,5,2,4,3,3,1,1
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Planinic Darko,14,11,5,6,3,3,0,0,5,0,3,6
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Devecchi Giacomo,19,7,0,0,2,3,1,2,5,1,1,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Randolph Levi,24,7,0,0,2,2,1,3,5,2,3,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Pierre Dyshawn,24,6,0,0,3,5,0,1,5,0,4,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Jones Shawn,26,11,3,4,4,7,0,0,7,0,3,4
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Stipcevic Rok,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Hatcher William,21,12,0,0,3,6,2,5,0,6,1,4
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Polonara Achille,26,14,0,0,4,6,2,3,11,1,0,1
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Picarelli Andrea,1,1,1,2,0,0,0,0,1,1,0,1
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,local,Tavernari Jonathan,6,3,0,0,0,0,1,1,1,0,2,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Suggs Scott,32,10,1,2,3,7,1,4,2,2,2,2
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Tepic Milenko,17,5,0,0,1,3,1,2,4,4,1,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Oleka Obinna,16,7,3,4,2,6,0,0,3,0,4,4
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Smith Donta,16,6,0,0,3,5,0,0,2,1,3,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Mesicek Blaz,26,11,4,4,2,5,1,3,4,1,2,4
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Cardillo Marco,9,0,0,0,0,0,0,0,0,1,1,1
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Sirakov Georgi,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Moore  Nic,27,12,2,2,2,8,2,6,1,5,1,3
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Donzelli Daniel,9,0,0,0,0,1,0,0,1,0,1,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Canavesi Matteo,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Giuri Marco,21,2,0,0,1,2,0,3,1,3,1,0
lega,03/12/2017,Banco di Sardegna Sassari,90,Happy Casa Brindisi,66,visit,Lalanne Cady,27,13,6,6,2,5,1,4,5,0,2,5
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Spissu Marco,20,8,0,1,1,1,2,2,2,2,2,1
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Bamforth Scott,29,24,7,9,1,4,5,7,4,6,2,5
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Planinic Darko,12,4,0,0,2,3,0,0,0,0,2,5
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Devecchi Giacomo,6,0,0,0,0,0,0,1,3,0,0,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Randolph Levi,22,11,4,4,2,7,1,2,2,3,0,2
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Pierre Dyshawn,35,16,2,2,4,7,2,5,10,2,2,3
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Jones Shawn,28,13,1,2,6,11,0,0,6,2,2,2
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Stipcevic Rok,15,0,0,0,0,1,0,2,1,1,2,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Hatcher William,16,9,0,0,3,3,1,1,0,4,3,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Polonara Achille,17,3,0,0,0,0,1,3,0,0,2,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,local,Tavernari Jonathan,0,0,0,0,0,0,0,0,0,0,0,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Della Rosa Gianluca,7,0,0,0,0,0,0,0,1,1,1,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,McGee Tyrus,32,8,0,0,1,2,2,5,3,5,2,2
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Kennedy Markus,15,6,2,2,2,3,0,0,5,3,1,1
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Barbon Cesare,7,3,0,0,0,0,1,1,1,0,0,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Mian Fabio,23,14,2,2,0,5,4,6,0,1,1,2
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Gaspardo Raphael,24,8,0,0,1,5,2,3,1,0,2,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Onuoha Federico,1,0,0,0,0,0,0,0,0,0,0,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Bond Jaylen,21,17,1,2,8,8,0,1,8,1,2,3
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Magro Daniele,10,2,0,0,1,1,0,0,1,1,5,0
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Moore Ronald,31,13,3,4,5,8,0,3,2,4,1,4
lega,16/12/2017,Banco di Sardegna Sassari,88,The Flexx Pistoia,81,visit,Ivanov Deyan,29,10,0,0,2,6,2,5,8,0,4,5
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Spissu Marco,26,12,0,0,3,3,2,5,0,4,2,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Bergonzi Giuseppe,0,0,0,0,0,0,0,0,0,0,0,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Bamforth Scott,37,20,5,5,3,10,3,9,3,3,2,5
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Planinic Darko,18,6,2,4,2,5,0,0,3,1,2,5
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Devecchi Giacomo,8,0,0,0,0,0,0,0,1,0,2,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Randolph Levi,19,8,2,2,3,8,0,2,2,2,3,1
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Pierre Dyshawn,32,7,1,2,3,6,0,1,10,1,2,4
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Jones Shawn,27,14,0,2,7,12,0,0,11,0,3,1
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Hatcher William,23,13,2,2,4,6,1,7,0,0,4,3
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Polonara Achille,35,8,4,4,2,4,0,5,5,3,3,3
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,local,Tavernari Jonathan,0,0,0,0,0,0,0,0,0,0,0,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Zerini Andrea,12,0,0,0,0,0,0,2,0,0,1,1
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Wells Dezmine,15,5,0,0,1,3,1,2,3,1,1,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Fitipaldo Bruno,22,18,3,4,3,4,3,5,1,1,5,3
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Sabatino Antonino,0,0,0,0,0,0,0,0,0,0,0,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Leunen Maarten,34,5,0,0,1,3,1,4,5,4,2,3
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Scrubb Thomas,28,8,0,0,1,2,2,3,3,2,3,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Filloy Ariel,24,9,3,4,0,3,2,5,5,0,2,2
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,D'Ercole Lorenzo,15,3,0,0,0,0,1,2,0,1,1,0
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Rich Jason,32,33,11,12,5,12,4,6,1,2,1,6
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Fesenko Kyrylo,28,9,5,8,2,2,0,0,13,0,3,6
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Ndiaye Hamady,15,5,1,2,2,3,0,0,6,0,4,2
lega,02/01/2018,Banco di Sardegna Sassari,88,Sidigas Avellino,95,visit,Parlato Salvatore,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Spissu Marco,12,2,0,0,1,3,0,1,1,2,1,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Casula Simone,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Bamforth Scott,32,23,5,6,0,6,6,7,3,5,1,6
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Planinic Darko,20,12,2,4,5,7,0,0,6,1,4,4
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Devecchi Giacomo,16,0,0,0,0,1,0,2,2,2,2,2
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Randolph Levi,14,2,0,0,1,3,0,1,4,1,3,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Pierre Dyshawn,23,13,2,2,1,3,3,4,6,1,4,1
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Jones Shawn,18,3,1,2,1,4,0,0,3,0,4,1
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Hatcher William,31,12,3,3,3,3,1,8,1,3,3,4
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Polonara Achille,33,11,2,4,3,4,1,6,11,1,2,3
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,local,Tavernari Jonathan,1,0,0,0,0,0,0,1,1,0,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Franke Yannick,5,5,3,6,1,2,0,0,3,0,0,3
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Sutton Dominique,23,15,1,3,7,8,0,0,8,0,2,2
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Silins Ojars,22,2,0,0,1,2,0,4,5,1,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Forray Toto,16,0,0,0,0,3,0,1,2,4,5,2
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Conti  Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Flaccadori Diego,24,8,1,2,2,6,1,2,2,2,3,1
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Gutièrrez Jorge,22,10,0,2,2,7,2,2,2,5,2,3
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Czumbel Erik,0,0,0,0,0,0,0,0,0,0,0,0
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Gomes Beto,28,4,0,0,2,4,0,4,4,0,0,2
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Hogue Dustin,28,9,1,2,4,9,0,0,4,2,4,6
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Lechthaler Luca,6,2,0,0,1,1,0,0,2,0,1,2
lega,07/01/2018,Banco di Sardegna Sassari,78,Dolomiti Energia Trentino,67,visit,Shields Shavon,26,12,0,0,6,10,0,1,2,2,5,3
